account_id,account_name,plan_tier,user_segment,device_platform,acquisition_channel,recipe_saves,account_age_days,contract_value_aud,churned_90d,upgraded_90d
acc_000668,Smith Household,free,family_planning,ios,app_store_search,67,688,0.0,False,False
acc_000669,Lewis-Wright Kitchen,free,health_fitness,ios,organic_search,81,628,0.0,False,False
acc_000670,King & Scott,premium,dietary_specific,ios,influencer,81,426,70.1,False,False
acc_000671,The Walkers,premium,health_fitness,ios,app_store_search,111,40,61.94,False,False
acc_000672,The Robinsons,family,foodie,android,app_store_search,56,682,132.69,False,False
acc_000673,Baker Household,premium,foodie,android,app_store_search,152,484,91.93,False,False
acc_000674,Smith-Miller Kitchen,premium,health_fitness,ios,paid_social,53,92,81.58,True,False
acc_000675,Hall-Young Kitchen,premium,dietary_specific,ios,referral,123,369,79.89,True,False
acc_000676,Nelson-Jackson Kitchen,premium,health_fitness,android,app_store_search,7,236,79.1,False,False
acc_000677,The Kings,premium,family_planning,android,referral,49,423,83.16,False,False
acc_000678,White Household,premium,dietary_specific,ios,organic_search,152,447,71.81,False,False
acc_000679,The Wrights,premium,dietary_specific,web,app_store_search,75,433,77.22,False,False
acc_000680,The Allens,free,health_fitness,android,referral,31,335,0.0,False,False
acc_000681,Harris & Lee,premium,family_planning,android,social_media,143,119,70.71,True,False
acc_000682,Taylor-Lewis Kitchen,premium,health_fitness,ios,referral,70,61,85.47,False,False
acc_000683,Wright & Rodriguez,family,dietary_specific,ios,organic_search,9,426,132.44,True,False
acc_000684,Scott Household,free,family_planning,ios,influencer,156,519,0.0,False,False
acc_000685,Wright-Wright Kitchen,free,health_fitness,ios,app_store_search,176,344,0.0,True,False
acc_000686,Clark-Adams Kitchen,family,dietary_specific,android,app_store_search,28,58,140.63,False,False
acc_000687,The Thomass,premium,health_fitness,android,influencer,163,437,78.4,False,False
acc_000688,Robinson Family,free,budget_cooking,android,referral,168,262,0.0,False,False
acc_000689,The Garcias,free,health_fitness,ios,social_media,131,554,0.0,True,False
acc_000690,Lewis Household,free,family_planning,web,organic_search,51,539,0.0,True,False
acc_000691,Garcia-Moore Kitchen,premium,health_fitness,android,app_store_search,121,43,86.42,False,False
acc_000692,Hall Household,free,family_planning,ios,app_store_search,108,405,0.0,False,False
acc_000693,The Harriss,premium,foodie,web,app_store_search,9,68,78.86,False,False
acc_000694,The Halls,premium,dietary_specific,ios,app_store_search,88,222,80.53,True,False
acc_000695,Garcia Household,free,budget_cooking,ios,referral,36,480,0.0,False,False
acc_000696,Garcia Household,premium,dietary_specific,android,referral,120,267,84.36,False,False
acc_000697,Jackson-Clark Kitchen,free,budget_cooking,ios,referral,139,373,0.0,False,True
acc_000698,The Joness,premium,dietary_specific,web,social_media,69,129,82.51,False,False
acc_000699,Baker-Carter Kitchen,premium,budget_cooking,ios,app_store_search,49,105,83.5,False,False
acc_000700,Jones-King Kitchen,free,dietary_specific,ios,referral,106,617,0.0,False,False
acc_000701,Moore & Williams,family,budget_cooking,ios,paid_social,175,524,126.09,False,False
acc_000702,Wilson & Jackson,free,health_fitness,ios,social_media,125,68,0.0,False,True
acc_000703,Adams Family,premium,foodie,web,social_media,69,102,86.48,False,True
acc_000704,Miller-Jones Kitchen,premium,dietary_specific,ios,app_store_search,152,323,74.42,False,False
acc_000705,Moore & Robinson,free,family_planning,ios,paid_social,139,486,0.0,False,False
acc_000706,Walker-White Kitchen,premium,family_planning,ios,referral,143,42,90.25,False,False
acc_000707,Johnson Household,premium,foodie,ios,influencer,32,416,77.72,False,False
acc_000708,Clark-Young Kitchen,free,health_fitness,ios,referral,15,353,0.0,False,False
acc_000709,Williams Household,premium,foodie,ios,social_media,77,172,75.07,False,False
acc_000710,Scott-Taylor Kitchen,premium,health_fitness,ios,app_store_search,113,531,87.65,False,False
acc_000711,Thompson Household,premium,dietary_specific,android,referral,5,665,76.41,False,False
acc_000712,Walker-Johnson Kitchen,family,foodie,android,referral,27,728,134.57,False,False
acc_000713,The Youngs,premium,dietary_specific,ios,app_store_search,70,483,79.93,False,False
acc_000714,The Nelsons,premium,family_planning,android,referral,71,157,78.77,False,False
acc_000715,Scott Household,premium,dietary_specific,android,social_media,178,146,87.91,False,False
acc_000716,Williams Household,premium,foodie,android,referral,60,251,73.16,False,False
acc_000717,Wilson & Martin,premium,health_fitness,android,social_media,44,44,94.59,False,False
acc_000718,Jackson-Harris Kitchen,free,budget_cooking,ios,social_media,22,210,0.0,False,False
acc_000719,Allen Household,family,family_planning,android,paid_social,135,671,124.17,False,False
acc_000720,Adams & Adams,premium,foodie,android,social_media,132,144,77.56,True,False
acc_000721,Allen-Baker Kitchen,premium,family_planning,android,app_store_search,19,308,76.29,False,False
acc_000722,Adams Household,premium,dietary_specific,ios,app_store_search,107,360,69.09,False,False
acc_000723,The Williamss,free,health_fitness,web,organic_search,88,50,0.0,False,False
acc_000724,King-Wright Kitchen,free,health_fitness,ios,social_media,89,679,0.0,True,False
acc_000725,Jones & Hall,premium,family_planning,android,app_store_search,13,507,76.69,False,False
acc_000726,Young Household,free,family_planning,web,app_store_search,150,108,0.0,False,False
acc_000727,White Household,family,health_fitness,ios,app_store_search,46,463,121.16,False,False
acc_000728,Baker-Thomas Kitchen,free,dietary_specific,ios,influencer,56,379,0.0,False,False
acc_000729,The Daviss,premium,health_fitness,web,influencer,124,650,81.4,False,False
acc_000730,Wright & Williams,free,health_fitness,ios,influencer,5,130,0.0,True,False
acc_000731,Lee-Adams Kitchen,family,family_planning,ios,referral,11,468,122.7,False,False
acc_000732,Rodriguez Household,premium,family_planning,android,app_store_search,55,619,73.43,False,False
acc_000733,Carter Household,premium,dietary_specific,web,app_store_search,118,561,74.6,False,False
acc_000734,Wright Household,free,budget_cooking,ios,paid_social,75,569,0.0,False,False
acc_000735,Lewis Family,free,foodie,android,organic_search,118,468,0.0,True,False
acc_000736,Miller Household,free,dietary_specific,ios,social_media,16,335,0.0,False,False
acc_000737,Carter Household,free,foodie,ios,social_media,148,464,0.0,False,False
acc_000738,Jackson Family,premium,dietary_specific,ios,influencer,60,628,82.89,False,False
acc_000739,The Garcias,free,family_planning,ios,app_store_search,92,635,0.0,False,False
acc_000740,Garcia Household,family,health_fitness,android,organic_search,130,537,121.1,False,False
acc_000741,Thompson Family,family,dietary_specific,web,social_media,161,602,127.75,False,False
acc_000742,Carter Family,free,health_fitness,android,organic_search,62,350,0.0,True,False
acc_000743,Wright-Jones Kitchen,premium,dietary_specific,ios,referral,19,531,75.3,True,False
acc_000744,The Moores,free,dietary_specific,android,social_media,66,634,0.0,False,False
acc_000745,Garcia-Williams Kitchen,family,dietary_specific,ios,app_store_search,141,283,130.76,True,False
acc_000746,Hall Household,family,dietary_specific,web,referral,178,425,137.51,True,False
acc_000747,Rodriguez-Rodriguez Kitchen,free,dietary_specific,web,organic_search,115,659,0.0,False,False
acc_000748,Nelson & Brown,family,dietary_specific,ios,organic_search,151,621,135.16,False,False
acc_000749,Green Family,premium,health_fitness,ios,social_media,109,534,62.67,True,False
acc_000750,The Carters,premium,foodie,android,app_store_search,42,305,85.45,False,False
acc_000751,Wright & Jackson,premium,health_fitness,ios,organic_search,7,186,74.47,True,False
acc_000752,Brown & Jones,family,foodie,android,social_media,75,478,128.27,False,False
acc_000753,Clark Household,premium,health_fitness,ios,app_store_search,19,241,89.74,False,False
acc_000754,The Greens,premium,dietary_specific,android,referral,169,585,76.9,True,False
acc_000755,The Williamss,free,health_fitness,android,influencer,33,303,0.0,False,True
acc_000756,Green Family,premium,health_fitness,android,social_media,149,660,89.65,False,False
acc_000757,Robinson Family,premium,family_planning,ios,referral,56,112,86.09,False,False
acc_000758,Davis Family,family,foodie,ios,referral,123,145,135.43,False,False
acc_000759,Davis Household,free,budget_cooking,ios,referral,113,414,0.0,True,False
acc_000760,Smith & White,free,family_planning,android,app_store_search,160,225,0.0,False,False
acc_000761,Wright & Baker,family,budget_cooking,android,social_media,53,545,133.2,False,False
acc_000762,King & Wilson,premium,foodie,ios,app_store_search,134,34,78.38,False,False
acc_000763,Young Household,premium,budget_cooking,ios,referral,21,290,91.43,False,False
acc_000764,Walker Family,premium,budget_cooking,ios,social_media,82,333,94.96,False,False
acc_000765,White Household,free,dietary_specific,android,referral,129,560,0.0,False,False
acc_000766,Allen Family,premium,foodie,ios,influencer,94,471,83.61,False,False
acc_000767,Johnson-Clark Kitchen,premium,health_fitness,ios,organic_search,145,549,80.29,False,False
acc_000768,Rodriguez Household,premium,health_fitness,android,influencer,139,514,87.75,False,False
acc_000769,Wright-Moore Kitchen,premium,health_fitness,ios,app_store_search,31,546,79.64,False,False
acc_000770,Davis & Hall,premium,health_fitness,ios,paid_social,69,706,87.31,True,False
acc_000771,The Carters,premium,family_planning,ios,paid_social,42,152,80.44,True,False
acc_000772,Miller Family,free,health_fitness,ios,app_store_search,119,653,0.0,True,False
acc_000773,Taylor-Brown Kitchen,premium,family_planning,android,referral,143,274,79.3,True,False
acc_000774,King Household,premium,budget_cooking,ios,influencer,154,620,75.8,False,False
acc_000775,The Andersons,family,foodie,ios,referral,82,14,122.94,False,False
acc_000776,Taylor Family,premium,family_planning,ios,referral,133,333,84.98,False,False
acc_000777,The Harriss,premium,foodie,android,influencer,111,585,80.83,False,False
acc_000778,Adams Household,premium,health_fitness,android,app_store_search,92,466,76.35,True,False
acc_000779,Lewis Family,premium,foodie,ios,paid_social,70,273,101.57,False,False
acc_000780,Scott Family,premium,foodie,ios,app_store_search,7,392,81.71,False,False
acc_000781,Baker & Walker,premium,health_fitness,ios,social_media,167,212,75.53,False,False
acc_000782,Taylor-Miller Kitchen,premium,dietary_specific,ios,organic_search,15,699,86.54,False,False
acc_000783,The Browns,premium,foodie,android,paid_social,70,332,93.84,False,False
acc_000784,The Lewiss,premium,health_fitness,android,paid_social,2,187,80.26,False,False
acc_000785,Carter Family,premium,budget_cooking,ios,referral,45,307,79.32,False,False
acc_000786,Scott-White Kitchen,free,foodie,android,referral,133,671,0.0,False,True
acc_000787,King Family,premium,dietary_specific,ios,social_media,73,712,79.68,False,False
acc_000788,Brown Household,free,dietary_specific,ios,social_media,35,500,0.0,False,False
acc_000789,Wright-Martin Kitchen,free,foodie,ios,organic_search,91,205,0.0,False,True
acc_000790,Baker Family,premium,budget_cooking,ios,app_store_search,153,396,97.68,False,False
acc_000791,Allen & Jones,premium,family_planning,android,social_media,131,181,73.8,False,False
acc_000792,The Williamss,premium,health_fitness,ios,influencer,88,158,80.01,False,False
acc_000793,The Robinsons,premium,budget_cooking,ios,social_media,1,397,81.94,False,False
acc_000794,Williams-Moore Kitchen,premium,health_fitness,ios,influencer,102,150,69.73,False,False
acc_000795,Moore & Johnson,free,dietary_specific,ios,app_store_search,87,384,0.0,True,False
acc_000796,Robinson Family,premium,family_planning,android,referral,79,305,76.3,True,False
acc_000797,Robinson Household,premium,family_planning,android,social_media,3,428,90.16,False,False
acc_000798,Jackson Family,free,family_planning,android,social_media,128,475,0.0,False,False
acc_000799,Johnson Family,premium,family_planning,android,app_store_search,151,359,70.63,False,False
acc_000800,Thomas-Lewis Kitchen,free,dietary_specific,android,app_store_search,172,359,0.0,False,True
acc_000801,Baker Family,free,budget_cooking,ios,referral,21,193,0.0,True,False
acc_000802,Green Household,premium,health_fitness,android,organic_search,145,550,82.82,False,False
acc_000803,Allen-Carter Kitchen,free,foodie,ios,referral,65,202,0.0,False,False
acc_000804,The Robinsons,premium,dietary_specific,ios,influencer,146,397,80.99,False,False
acc_000805,Smith Household,premium,family_planning,ios,app_store_search,168,438,77.93,False,False
acc_000806,Wright Family,premium,budget_cooking,android,referral,162,444,76.6,False,False
acc_000807,Jackson-Davis Kitchen,free,budget_cooking,android,app_store_search,169,47,0.0,False,False
acc_000808,Carter Family,free,family_planning,ios,social_media,39,44,0.0,False,True
acc_000809,Carter-Carter Kitchen,family,family_planning,ios,referral,24,140,137.88,False,False
acc_000810,Young Family,premium,budget_cooking,ios,social_media,92,341,74.57,False,False
acc_000811,White Family,premium,family_planning,android,referral,102,195,87.15,False,False
acc_000812,Allen Household,premium,foodie,android,app_store_search,128,648,77.58,False,False
acc_000813,The Thompsons,family,health_fitness,android,influencer,141,412,129.12,False,False
acc_000814,Carter Household,free,family_planning,android,app_store_search,117,486,0.0,False,False
acc_000815,Thompson Family,premium,budget_cooking,android,organic_search,118,264,69.39,True,False
acc_000816,Wright Household,family,dietary_specific,ios,influencer,165,635,134.94,True,False
acc_000817,The Jacksons,free,budget_cooking,ios,social_media,31,452,0.0,False,False
acc_000818,Martin & King,family,budget_cooking,ios,app_store_search,177,671,129.62,False,False
acc_000819,Lewis Family,premium,foodie,android,app_store_search,6,309,83.85,False,False
acc_000820,Smith-Jackson Kitchen,premium,health_fitness,android,app_store_search,74,636,76.55,True,False
acc_000821,Lewis Family,premium,dietary_specific,ios,social_media,88,188,68.48,False,False
acc_000822,King & Lewis,free,dietary_specific,ios,paid_social,57,364,0.0,False,False
acc_000823,Taylor-Nelson Kitchen,premium,foodie,android,app_store_search,58,550,82.0,False,False
acc_000824,Martin-Johnson Kitchen,family,dietary_specific,ios,social_media,62,267,120.56,False,False
acc_000825,Young & King,free,family_planning,android,influencer,33,79,0.0,False,False
acc_000826,Baker Family,premium,health_fitness,ios,referral,50,501,87.4,False,False
acc_000827,Taylor & Lewis,premium,health_fitness,android,social_media,0,481,76.18,False,False
acc_000828,Thompson Household,family,health_fitness,ios,social_media,160,330,122.01,False,False
acc_000829,Anderson Family,premium,budget_cooking,ios,organic_search,163,364,80.67,True,False
acc_000830,Hall-Garcia Kitchen,free,family_planning,android,social_media,82,172,0.0,False,False
acc_000831,Jackson Family,family,foodie,android,influencer,58,289,125.31,True,False
acc_000832,Clark & Davis,free,foodie,android,app_store_search,14,427,0.0,False,True
acc_000833,The Scotts,free,family_planning,ios,influencer,142,347,0.0,False,False
acc_000834,Williams & Johnson,free,budget_cooking,web,social_media,168,61,0.0,False,False
acc_000835,The Garcias,free,family_planning,web,app_store_search,18,151,0.0,False,False
acc_000836,Clark & Rodriguez,premium,family_planning,ios,social_media,66,690,76.41,False,False
acc_000837,Smith Family,family,family_planning,android,app_store_search,58,493,120.18,False,False
acc_000838,Young & Taylor,premium,budget_cooking,android,organic_search,131,75,79.51,False,False
acc_000839,Miller Family,premium,budget_cooking,android,paid_social,136,129,72.64,False,False
acc_000840,Nelson Family,premium,family_planning,android,paid_social,166,169,76.48,False,False
acc_000841,Robinson-Lee Kitchen,premium,health_fitness,android,app_store_search,82,244,90.33,False,False
acc_000842,Young & Nelson,family,dietary_specific,android,social_media,37,207,131.55,False,False
acc_000843,Nelson Family,family,dietary_specific,android,app_store_search,108,181,124.18,True,False
acc_000844,Moore-Walker Kitchen,free,dietary_specific,android,app_store_search,114,64,0.0,False,False
acc_000845,King & Jackson,free,budget_cooking,ios,referral,91,633,0.0,True,False
acc_000846,Lewis Household,premium,dietary_specific,ios,referral,102,444,84.63,True,False
acc_000847,Jones Household,premium,budget_cooking,android,app_store_search,165,295,76.41,True,False
acc_000848,Wright Household,free,budget_cooking,android,social_media,158,394,0.0,False,False
acc_000849,Garcia-Harris Kitchen,premium,health_fitness,ios,referral,67,396,68.78,True,False
acc_000850,Thompson-Carter Kitchen,free,foodie,ios,app_store_search,89,29,0.0,False,False
acc_000851,Brown-Moore Kitchen,premium,dietary_specific,android,app_store_search,120,501,87.81,False,False
acc_000852,Miller & Robinson,free,health_fitness,ios,paid_social,168,244,0.0,True,False
acc_000853,The Kings,premium,family_planning,android,social_media,33,287,86.86,False,False
acc_000854,The Nelsons,family,health_fitness,android,organic_search,41,257,135.38,False,False
acc_000855,Allen & Robinson,premium,family_planning,ios,influencer,131,685,82.83,False,False
acc_000856,Green Family,premium,family_planning,android,referral,139,40,74.42,False,False
acc_000857,Miller-Lee Kitchen,premium,dietary_specific,web,paid_social,101,200,74.87,False,False
acc_000858,The Lewiss,premium,health_fitness,android,social_media,92,559,85.73,False,False
acc_000859,Carter Family,premium,budget_cooking,ios,paid_social,108,638,75.65,False,False
acc_000860,The Williamss,free,budget_cooking,ios,app_store_search,171,583,0.0,False,False
acc_000861,Nelson Family,premium,health_fitness,web,paid_social,100,262,82.89,False,False
acc_000862,Hall Family,free,budget_cooking,web,app_store_search,36,468,0.0,True,False
acc_000863,Wilson Family,free,health_fitness,android,referral,87,86,0.0,True,False
acc_000864,Scott Family,premium,dietary_specific,android,influencer,57,312,62.36,False,False
acc_000865,Clark-Thompson Kitchen,premium,foodie,android,app_store_search,64,296,75.37,False,True
acc_000866,Brown Household,premium,foodie,android,app_store_search,143,513,71.2,False,False
acc_000867,Walker Family,premium,health_fitness,android,referral,154,702,73.53,False,False
acc_000868,Rodriguez & Scott,premium,foodie,android,social_media,55,40,78.93,False,False
acc_000869,Allen & Green,free,budget_cooking,ios,paid_social,114,297,0.0,False,False
acc_000870,Brown Family,premium,budget_cooking,android,app_store_search,22,525,81.84,False,False
acc_000871,Nelson Household,free,foodie,ios,referral,124,285,0.0,False,False
acc_000872,Green & Harris,free,family_planning,ios,social_media,143,317,0.0,True,False
acc_000873,Hall & Nelson,free,family_planning,ios,app_store_search,26,408,0.0,False,False
acc_000874,Wright & Garcia,family,family_planning,ios,social_media,70,697,125.36,False,False
acc_000875,Baker & Carter,free,health_fitness,android,organic_search,142,438,0.0,False,False
acc_000876,The Greens,premium,dietary_specific,android,app_store_search,93,393,83.62,True,False
acc_000877,The Carters,premium,foodie,ios,organic_search,121,533,73.68,False,False
acc_000878,The Jacksons,premium,foodie,ios,social_media,151,523,77.74,False,False
acc_000879,Carter Family,free,family_planning,web,app_store_search,7,272,0.0,False,False
acc_000880,Clark Household,free,budget_cooking,ios,app_store_search,104,534,0.0,True,False
acc_000881,Moore Household,premium,health_fitness,ios,referral,49,179,84.23,False,False
acc_000882,Jackson & Clark,free,family_planning,android,influencer,97,431,0.0,True,False
acc_000883,Allen Household,premium,health_fitness,ios,app_store_search,162,676,83.0,False,False
acc_000884,The Halls,free,dietary_specific,ios,app_store_search,78,407,0.0,False,False
acc_000885,Martin-Hall Kitchen,family,health_fitness,android,app_store_search,146,397,117.16,False,False
acc_000886,Carter Family,family,budget_cooking,ios,paid_social,27,312,120.47,False,False
acc_000887,Harris Family,family,foodie,ios,referral,171,133,131.85,False,False
acc_000888,Lee & Lewis,premium,dietary_specific,android,organic_search,133,115,77.48,False,False
acc_000889,Allen & Hall,free,family_planning,ios,paid_social,103,450,0.0,True,False
acc_000890,Miller Household,premium,budget_cooking,ios,influencer,135,70,87.84,False,False
acc_000891,The Robinsons,premium,health_fitness,ios,app_store_search,13,564,83.36,False,False
acc_000892,The Joness,free,dietary_specific,android,influencer,52,88,0.0,False,False
acc_000893,Green-Harris Kitchen,premium,dietary_specific,ios,app_store_search,58,413,80.24,True,False
acc_000894,King Household,premium,dietary_specific,ios,paid_social,69,683,82.48,False,False
acc_000895,Thomas & Nelson,premium,family_planning,android,referral,176,692,75.55,False,False
acc_000896,The Browns,family,budget_cooking,android,app_store_search,72,307,133.53,False,False
acc_000897,Wilson Family,free,dietary_specific,ios,app_store_search,9,248,0.0,False,False
acc_000898,Wilson Family,premium,family_planning,android,social_media,48,529,80.31,True,False
acc_000899,Williams-Wilson Kitchen,free,foodie,ios,app_store_search,129,312,0.0,False,False
acc_000900,Rodriguez Household,free,health_fitness,ios,referral,175,128,0.0,True,False
acc_000901,Williams Family,free,health_fitness,ios,referral,14,590,0.0,False,False
acc_000902,Garcia & Young,family,foodie,ios,social_media,60,474,114.9,False,False
acc_000903,Garcia-Thompson Kitchen,free,family_planning,android,paid_social,65,411,0.0,True,False
acc_000904,Thomas-White Kitchen,family,dietary_specific,ios,social_media,103,227,122.45,False,False
acc_000905,White-Thompson Kitchen,free,health_fitness,ios,app_store_search,158,689,0.0,False,False
acc_000906,The Millers,premium,family_planning,android,influencer,105,652,73.68,False,False
acc_000907,Rodriguez Family,premium,foodie,ios,influencer,39,590,77.86,False,False
acc_000908,Green Household,free,dietary_specific,android,influencer,173,50,0.0,True,False
acc_000909,Clark Household,free,dietary_specific,ios,app_store_search,78,232,0.0,False,False
acc_000910,Scott Household,premium,health_fitness,android,app_store_search,136,135,78.23,False,False
acc_000911,Martin Family,premium,health_fitness,ios,influencer,97,152,86.61,False,False
acc_000912,The Carters,family,dietary_specific,web,social_media,21,361,126.86,True,False
acc_000913,Scott & Miller,family,family_planning,android,paid_social,90,99,126.29,True,False
acc_000914,Carter Household,family,dietary_specific,ios,referral,13,184,127.07,False,False
acc_000915,Johnson Family,free,health_fitness,android,paid_social,146,24,0.0,False,False
acc_000916,Martin & Robinson,free,budget_cooking,android,influencer,87,430,0.0,False,False
acc_000917,Smith & Smith,family,dietary_specific,ios,app_store_search,62,123,132.51,False,False
acc_000918,Lee Household,family,foodie,ios,social_media,161,485,128.66,True,False
acc_000919,Moore Family,premium,health_fitness,ios,influencer,12,229,84.51,False,False
acc_000920,Young Household,free,budget_cooking,android,app_store_search,129,203,0.0,False,False
acc_000921,The Wilsons,premium,health_fitness,ios,referral,41,247,86.9,False,False
acc_000922,Robinson Family,premium,foodie,web,app_store_search,16,179,78.57,False,False
acc_000923,Rodriguez Family,free,budget_cooking,ios,social_media,178,384,0.0,False,False
acc_000924,Thomas Family,free,foodie,ios,influencer,150,247,0.0,False,False
acc_000925,The Jacksons,premium,dietary_specific,ios,app_store_search,107,408,73.33,False,False
acc_000926,Taylor-Miller Kitchen,free,dietary_specific,ios,app_store_search,38,497,0.0,False,False
acc_000927,The Youngs,premium,family_planning,web,app_store_search,15,695,76.98,False,False
acc_000928,Wright & Green,premium,health_fitness,ios,app_store_search,79,659,77.75,True,False
acc_000929,Thompson & Taylor,premium,foodie,ios,referral,53,266,69.94,False,False
acc_000930,Allen & Baker,premium,family_planning,ios,app_store_search,161,343,82.04,False,False
acc_000931,King & King,premium,health_fitness,android,social_media,135,97,79.22,False,False
acc_000932,Thompson-Anderson Kitchen,premium,family_planning,android,referral,162,242,83.67,False,False
acc_000933,Moore Family,free,budget_cooking,ios,paid_social,30,633,0.0,False,False
acc_000934,Garcia-Hall Kitchen,premium,budget_cooking,ios,app_store_search,75,161,77.16,False,False
acc_000935,Johnson Family,free,family_planning,ios,paid_social,70,480,0.0,False,True
acc_000936,Johnson-Taylor Kitchen,free,family_planning,android,social_media,111,657,0.0,False,False
acc_000937,Lee & Carter,premium,health_fitness,ios,influencer,127,149,86.93,False,False
acc_000938,Garcia & Lee,free,family_planning,ios,referral,134,77,0.0,False,False
acc_000939,Garcia-Green Kitchen,free,health_fitness,android,app_store_search,178,672,0.0,True,False
acc_000940,Davis Household,free,family_planning,android,referral,74,536,0.0,True,False
acc_000941,Taylor-Allen Kitchen,free,health_fitness,android,social_media,101,182,0.0,False,False
acc_000942,The Robinsons,premium,budget_cooking,android,app_store_search,83,214,73.77,True,False
acc_000943,The Andersons,free,health_fitness,android,influencer,51,224,0.0,True,False
acc_000944,The Thompsons,premium,dietary_specific,ios,social_media,3,331,77.89,False,False
acc_000945,Taylor Family,family,foodie,android,influencer,63,697,130.99,True,False
acc_000946,Lee & Baker,premium,foodie,ios,app_store_search,165,234,78.7,False,False
acc_000947,Adams Household,free,family_planning,web,paid_social,30,223,0.0,False,True
acc_000948,White Household,free,budget_cooking,ios,organic_search,142,725,0.0,False,False
acc_000949,The Taylors,premium,budget_cooking,ios,paid_social,11,604,79.07,False,False
acc_000950,Rodriguez Household,free,family_planning,ios,social_media,111,590,0.0,False,False
acc_000951,White & Carter,premium,family_planning,ios,app_store_search,95,688,89.02,False,False
acc_000952,The Martins,free,budget_cooking,android,social_media,92,431,0.0,False,False
acc_000953,King Family,family,family_planning,web,paid_social,153,162,112.76,False,False
acc_000954,Garcia & Davis,free,family_planning,ios,social_media,133,56,0.0,False,False
acc_000955,The Daviss,premium,family_planning,android,referral,133,418,74.57,False,False
acc_000956,The Daviss,premium,dietary_specific,ios,app_store_search,27,530,74.36,False,False
acc_000957,Walker & Jackson,free,health_fitness,ios,app_store_search,18,710,0.0,False,True
acc_000958,Johnson Family,free,family_planning,android,referral,151,643,0.0,True,False
acc_000959,Allen Household,premium,budget_cooking,ios,social_media,175,373,81.94,False,False
acc_000960,Jones Household,premium,budget_cooking,ios,paid_social,82,49,76.12,False,True
acc_000961,Moore & Baker,family,family_planning,ios,referral,144,727,128.17,False,False
acc_000962,Lewis Family,family,health_fitness,android,referral,39,717,130.58,False,False
acc_000963,Carter Household,free,health_fitness,ios,influencer,58,519,0.0,True,False
acc_000964,Williams & Brown,premium,family_planning,android,app_store_search,177,551,69.96,False,True
acc_000965,The Allens,premium,foodie,ios,paid_social,30,154,75.27,True,False
acc_000966,Taylor & Young,premium,health_fitness,ios,app_store_search,34,321,88.5,False,False
acc_000967,The Greens,family,health_fitness,web,organic_search,48,232,120.7,False,False
acc_000968,Harris Household,family,health_fitness,android,referral,144,88,142.13,False,False
acc_000969,The Moores,family,budget_cooking,ios,social_media,100,396,113.03,False,False
acc_000970,King & Johnson,free,foodie,ios,app_store_search,7,628,0.0,False,False
acc_000971,Scott-Walker Kitchen,premium,family_planning,android,organic_search,137,324,73.77,False,False
acc_000972,Taylor & Taylor,family,foodie,android,social_media,86,494,137.05,False,False
acc_000973,The Walkers,premium,health_fitness,web,referral,144,259,85.9,False,False
acc_000974,Miller & Rodriguez,premium,dietary_specific,ios,influencer,48,316,78.35,False,False
acc_000975,Thomas Household,premium,health_fitness,android,organic_search,165,201,86.99,False,False
acc_000976,The Taylors,free,dietary_specific,android,paid_social,17,17,0.0,False,False
acc_000977,Lee Household,free,dietary_specific,android,referral,121,124,0.0,False,False
acc_000978,The Rodriguezs,premium,family_planning,ios,app_store_search,175,112,77.91,True,False
acc_000979,Wright-Davis Kitchen,free,foodie,android,app_store_search,90,579,0.0,True,False
acc_000980,The Halls,free,health_fitness,android,social_media,124,290,0.0,False,False
acc_000981,Baker Family,free,health_fitness,android,referral,98,628,0.0,False,False
acc_000982,The Martins,free,budget_cooking,ios,social_media,134,461,0.0,False,False
acc_000983,Green-Nelson Kitchen,premium,foodie,android,referral,53,427,90.95,False,False
acc_000984,Wilson & Davis,free,budget_cooking,ios,organic_search,146,412,0.0,False,False
acc_000985,The Wilsons,family,family_planning,ios,app_store_search,165,613,128.38,False,False
acc_000986,The Millers,free,budget_cooking,ios,app_store_search,115,275,0.0,False,False
acc_000987,Hall Household,premium,health_fitness,ios,app_store_search,45,684,81.96,True,False
acc_000988,Lee Household,free,budget_cooking,ios,influencer,94,580,0.0,True,False
acc_000989,The Martins,premium,dietary_specific,ios,app_store_search,39,494,81.6,False,False
acc_000990,Allen-Rodriguez Kitchen,free,foodie,ios,paid_social,0,153,0.0,False,False
acc_000991,Davis & Walker,premium,foodie,ios,influencer,103,605,84.53,False,False
acc_000992,The Martins,premium,health_fitness,web,referral,95,320,75.11,False,False
acc_000993,The Nelsons,premium,family_planning,ios,app_store_search,112,246,73.43,False,False
acc_000994,Johnson Family,family,dietary_specific,ios,app_store_search,98,490,132.74,False,False
acc_000995,Smith-Harris Kitchen,free,family_planning,ios,social_media,25,25,0.0,False,False
acc_000996,Rodriguez Household,premium,foodie,ios,app_store_search,149,543,91.85,False,False
acc_000997,The Johnsons,family,health_fitness,android,referral,162,464,124.76,False,False
acc_000998,Williams & Green,free,foodie,ios,organic_search,109,169,0.0,False,True
acc_000999,Scott & Nelson,premium,budget_cooking,ios,organic_search,172,183,83.76,False,False
acc_001000,The Walkers,premium,foodie,web,influencer,170,660,69.87,False,False
acc_001001,The Wrights,premium,family_planning,ios,paid_social,127,321,82.96,False,False
acc_001002,Hall Household,family,health_fitness,web,paid_social,138,728,135.32,False,False
acc_001003,Carter Family,premium,dietary_specific,ios,referral,39,456,85.81,False,False
